train_x,train_y
"大卫奥东科尔出生于德国北莱茵威斯特法伦州城市宾德的德国足球员，司职右翼。
",0
"弗里茨兹威基，瑞士天文学家，他的一生几乎都在加州理工学院工作，在理论和观测天文学上，包括超新星、星系团等方面做出了重要的贡献。
",5
"她是海神波塞冬的众多情人之一，和波塞冬生下了着名的独目巨人波吕斐摩斯。
",3
"李盛铎与方尔谦晚年寓居天津，李盛铎死后，400余件敦煌遗书由其后代拿到日本，经敦煌学家羽田亨鉴定，全部入藏杏雨书屋。
",6
"他在赛季初期担任侯森的替补，直到2012年5月2日，他才在2012年亚足联冠军联赛小组赛第五轮北京国安主场2比3不敌蔚山现代的比赛上演在北京国安的首秀。
",0
"周和平先生于1949年出生于河北省沙河市。
",0
"希尔德里克一世，墨洛维的儿子，图尔奈的国王，458年481年在位。
",2
"重松清出生在冈山县久米郡久米町。
",0
"朱江洪的妻子是现任珠海格力集团及珠海格力电器股份有限公司董事长董明珠。
",1
"魏钊，生于中国天津，司职守门员，现效力于香港甲组足球联赛球会屯门体育会足球队屯门。
",0
"藤本主税，日本足球运动员，前日本国家足球队成员。
",0
"长福有子二人，长子文葵出继顺承质郡王讷勒赫为嗣，是为末代顺承郡王幼子文蓬，为着名学者。
",3
"佐佐木康治，日本足球运动员，前日本国家足球队成员。
",0
"施度基达是一名马里足球运动员，现效力于意甲球队罗马足球会罗马。
",0
"这个茶壶的模型是在1975年由早期的计算机图形学研究者马丁纽维尔制作的，他是犹他大学先锋图形项目小组的一员。
",5
"乔治莱考夫是一名美国认知语言学家，现任柏克莱加州大学的语言学教授。
",5
"1837年5月21日，板垣退助生于日本国土佐藩上级武士之家。
",0
"后来由土田御前出面斡旋，向织田信长表达谢罪之意，使织田信长赦免林秀贞与柴田胜家，织田信行也与织田信长暂时和睦相处。
",4
"桑一庆，台湾篮球运动员，目前效力于金门酒厂篮球队，主要位置是前锋。
",0
"陈岸立，台湾天文学家，现任台北市立天文科学教育馆馆长、国立台湾海洋大学兼任教授。
",5
"诸葛融，诸葛瑾三子，在父兄中特别奢侈，诸葛恪被诛后饮药而死。
",3
"同胞兄弟 伏见宫邦高亲王道永入道亲王觉圆法亲王尧胤法亲王慈运法亲王道应法亲王某王子智晓。
",4
"李子雄，生于香港，资深实力派影视演员，妻子为中国大陆艺人王雅琦。
",1
"释志开，江苏省海安人，曾出任南京市栖霞寺主持。
",5
"2013年4月27日，他在天津泰达3比2击败武汉卓尔足球俱乐部武汉卓尔的比赛第87分钟替补聊博超出场，终于代表天津泰达在中超联赛亮相。
",0
"达里奥西米奇，克罗地亚足球运动员，司职后卫，现效力法甲劲旅摩纳哥足球俱乐部摩纳哥。
",0
"邹家华国务院副总理192610 叶剑英女婿邹韬奋之子。
",3
"坪井庆介，日本足球运动员，前日本国家足球队成员。
",0
"以周信芳为代表，主要传人程毓章、高百岁、陈鹤峰、周少麟、小王桂卿等，代表剧目斩经堂、追韩信、打严嵩、四进士、徐策跑城、华容道、赵五娘、封神榜、九更天。
",3
"她与郭沫若共育有六个子女，分别为儿子郭汉英、郭世英、郭民英、郭建英，女儿郭庶英、郭平英。
",3
"1945年时任麻省理工学院校长的卡尔泰勒康普顿收到伊利诺伊大学化学系教授罗杰亚当斯的极力推荐，邀请科普前往麻省理工学院担任化学系主任，1947年科普被选为美国国家科学院院士。
",0
"横山正文，日本足球运动员，前日本国家足球队成员。
",0
"1972年齐内丁齐达内，法国足球运动员。
",0
"1969年底嫁影星王羽，育有王馨平、王加露、王美怡三女，可惜仍于1975年分手。
",2
"金默玉，95岁，满名爱新觉罗显琦，清朝末年肃亲王善耆最年幼的女儿，川岛芳子亲妹，有清朝最后格格之称。
",3
"孙明明出生于中华人民共和国中国黑龙江省哈尔滨市巴彦县，中国职业篮球运动员，也是世界上最高的职业篮球运动员。
",0
"杨明阳，是一名中国裔瑞士职业足球运动员，现效力瑞士足球超级联赛球队洛桑体育足球俱乐部洛桑体育，司职中场。
",0
"寺田绅一是一位日本足球员，位置中场，效力于大坂飞脚。
",0
"佐藤晃大是一位日本足球运动员，效力于大坂飞脚，位置是前锋 前锋。
",0
"大岩奥斯卡尔1965年出生在巴西圣保罗，是日裔巴西移民第二代。
",0
"1915年由教宗本笃十五世成立宗座宫殿纹章委员会管理及接受牧徽注册。
",6
"1967年2月前往哈佛大学，在达德利赫施巴赫教授处从事博士后研究。
",5
"松田恒次在1970年11月15日辞世，享寿74岁，死后由其长子松田耕平继任第四任社长。
",3
"项梁后来在定陶之战中被秦将章邯杀死，章邯其后率军攻赵国，大败赵军，赵王赵歇退至巨鹿。
",6
"朱塞佩罗西，是一名美国出生的意大利籍足球员，曾加盟曼联，现效力意大利甲级联赛佛罗伦萨队。
",0
"1919年，冯劳厄被任命为柏林洪堡大学的物理学教授，他回到柏林任教直到1943年，自1934年起，他又是柏林帝国物理技术学院的顾问。
",5
"据大越史记全书所说，占婆的军事力量，长久以来不及大越，至制蓬峩时形势才有转变占婆占城自前黎朝黎、越南李朝李以来，兵众脆怯，我师至则挈家奔遁，或聚哭归降，至蓬莪、罗皑，生聚教训，渐革旧俗，勇悍耐苦，故常入寇，为我国患。
",0
"京都大学汤川秀树、朝永振一郎、福井谦一利根川进、野依良治、赤崎勇。
",5
"接续薛西斯一世的分别是阿尔塔薛西斯一世、薛西斯二世和大流士二世。
",2
"她有两位姑姑先后进入明朝大明宫廷，一为明成祖的后宫韩丽妃康惠庄淑丽妃另一位是明宣宗宫人恭慎夫人韩桂兰。
",4
"虽然香港富商郑裕彤被认为是幕后老板，不过21世纪经济报道在该文末尾，暗示郑建源真正的幕后控制者就是中国国务院总理温家宝之子温云松。
",3
"回忆录和作家的真实提到的还有大仲马、儒勒凡尔纳、小仲马、梅尔维尔、海明威、纪尧姆阿波利奈尔、萨德侯爵等许多位。
",3
"1946年汤史顿，美国电影摄影师。
",0
"奥拉夫二世哈康松是丹麦国王，同时也是挪威国王奥拉夫四世。
",2
"陈水扁、吴淑珍、陈幸妤、陈致中。
",2
"对为参加全运会而修改冯仁亮年龄的天津火车头足球俱乐部罚款3万元。
",0
"虽然提贝里乌斯的一系列措施，有效的健全了财政与国防，但对一般的罗马百姓而言，没有了公共娱乐、皇帝赠金以及军事凯旋式的统治是乏味的，因此相较于先帝明显吝啬的多的提贝里乌斯在百姓中并不受欢迎。
",0
"截至2012年为止，该系有三个教职员获得过诺贝尔奖，分别是戴维格娄斯、艾伦黑格和沃尔特科恩。
",5
"德米德齐乌荷兰足球运动员，担任防守中场。
",0
"妻子是香港无线电视前艺员部经理萧笑鸣，幼女是香港无线电视艺员兼歌手梁靖琪，契女是着名无线电视艺员宣萱。
",2
"越王翁，别名越王州勾，或越王朱勾，是战国 战国时期越国的君主，越王不寿之太子，杀死父亲越王不寿自立为君。
",2
"扶桑略记记载圣德太子生于敏达天皇元年壬辰春正月朔，卒于推古天皇廿九年辛巳二月廿二曰，年四十九岁。
",1
"孝庄文皇后，皇太极清太宗妃，崇德年间封永福宫庄妃。
",1
"着名舞台剧演员、香港电台节目主持人、陈锦鸿之太太杜雯惠为其姪女。
",1
"在图卢兹的保罗萨巴捷大学，就如其名，是为了纪念萨巴捷而创立的。
",5
"亨利七世的长子亚瑟迎娶了阿拉贡的凯瑟琳阿拉贡公主凯瑟琳，以缔结和阿拉贡国王斐迪南二世 斐迪南二世及卡斯蒂利亚女王伊莎贝拉一世的同盟。
",2
"阿鲁浑和他最心爱的妻子忽勒塔黑哈敦生下了长子合赞，他和妻子兀鲁克哈敦生下了第三子完者都，合赞和完者都二者后来都成为伊儿汗国的国君。
",2
"但在报道总统候选人阿尔瓦罗乌里韦贝莱斯和贩毒集团麦德林卡特尔之间的联系后，戈麦斯再次成为死亡威胁的目标。
",0
"1古斯塔夫五世古斯塔夫王储，2古斯塔夫六世阿道夫古斯塔夫阿道夫王子，3 古斯塔夫阿道夫亲王古斯塔夫阿道夫王子，4 威尔海姆王子，5 埃里克王子，6 卡尔王子，7 欧根王子。
",2
"西山孝朗，日本足球运动员，前日本国家足球队成员。
",0
"1949年3月1日，出生在延安桥儿沟中央医院，是习仲勋与妻子齐心的第一个孩子。
",1
"玛丽德美第奇法国亨利四世亨利四世的王后，路易十三的母亲。
",5
"据说香农带他的妻子和麻省理工学院数学家爱德华索普去拉斯维加斯赌场使用这个理论赢了许多钱。
",5
"薛西斯二世，波斯国王阿尔塔薛西斯一世的接班人，在位40多天被暗杀，由他的弟弟塞基狄亚努斯接任，不久又被大流士二世杀死。
",2
"陈茵媺寿庄固伦公主和硕公主和硕公主化名董鄂怡兰居住寿安宫道光帝之九女咸丰皇帝、爱新觉罗奕䜣、爱新觉罗奕譞之妹于第17集下嫁德徽，于第21集因德徽病逝而回宫且怀孕于第23集滑胎于第25集因心悸病发作而昏迷于第28集间接被凌添寿害死。
",4
"1936年梅列茨科夫和布柳赫尔回莫斯科参加会议，两人进行了最后一次关于在远东扩展军事工程的长谈。
",6
"李子雄，生于香港，资深实力派影视演员，妻子为中国大陆艺人王雅琦。
",1
"梅志，中国着名儿童文学作家和传记作家，胡风的夫人。
",1
"在穆罕默德科达班达统治初期，她是一个强势的政治人物，在1578年2月至1579年7月间实际上统治波斯。
",0
"比蔡建林年长三岁的上海门将张惠康，是中国足球乃至亚洲足坛八十年代末最着名的门将，而蔡建林则成为他的长期替补。
",0
"比蔡建林年长三岁的上海门将张惠康，是中国足球乃至亚洲足坛八十年代末最着名的门将，而蔡建林则成为他的长期替补。
",0
"8月份，辻勇没有通过体能测试补测，遂决定退役结束其一年半的职业足球生涯，回到日本。
",0
"明朝天启元年颜思齐、郑芝龙率众登陆笨港，并引三千移民入垦，为汉人大规模移垦台湾之始祖。
",6
"但1515年1月1日，与玛丽结婚不到3个月，路易十二就去世了，风传是因为国王在床上过于卖力了。
",1
"谢贤香港电影及电视演员，人称四哥，年轻人称其为谢老四，谢霆锋的父亲。
",2
"2014年2月，石笑天转会加盟中国足球超级联赛球队辽宁宏运。
",0
"乔恩克莱尔出生于美国纽约，他的母亲格蕾琴克莱尔是一位编辑、歌手和演员，而他的父亲大卫克莱尔也是一位歌手和演员。
",0
"远藤昌浩，日本足球运动员，前日本国家足球队成员。
",0
"2002年曹驩被国际队教练吴兵、姚俊从上海私立足球学校中选入陕西中新上海国际青年队，次年即进入一线队名单。
",0
"鲁文公兴前627年前609年声姜鲁僖公。
",1
"2008年，河北全运队以石家庄天工之名参加中乙联赛，孙乐是队中的守门员。
",0
"知名的自由意志主义者穆瑞罗斯巴德主张当前美国西南方的很大一部分财产都应该归还给原先的正当所有人，亦即那些在美墨战争前便已依据墨西哥法律拥有财产的人，虽然他也认为这个例子在历史上相当独特。
",0
"林冰是一只雌性大熊猫，2009年5月27日在泰国清迈动物园出生，父母分别为旅居泰国6年的大熊猫创创与林惠。
",3
"正室是织田信长的女儿织田永姬永姬，幼名犬千代，通称又四郎。
",3
"1960年毛里塔尼亚脱离法国独立，达达赫以总理职务行使国家元首权力并兼任国防和外交部长。
",6
"褚湛之是宋武帝刘裕的驸马，褚澄的母亲吴郡宣公主是庐江公主的姑姑。
",1
"冰冰曾有多次生育经验，产下过10多只幼仔，其中包括雌性大熊猫娇子、伦伦，雄性大熊猫冰星等。
",3
"苏黎世联邦理工学院诞生了一大批对瑞士乃至世界有影响力的人物，包括阿尔伯特爱因斯坦爱因斯坦等21位诺贝尔奖得主，她的许多毕业生成为瑞士政商学界要人。
",5
"李察保罗法兰克京逊，出生在阿克拉，是一名加纳足球运动员，司职门将，现是自由身球员。
",0
"埃兹奎尔拉维齐，是一名阿根廷足球运动员，司职前锋，目前效力于巴黎圣日耳曼足球俱乐部巴黎圣日耳曼。
",0
"威廉理查德森出生于1865年12月1日，其出生地弗伦德聚居地是密歇根州安娜堡附近的一个贵格会小镇。
",0
"藤本淳吾，日本足球运动员，前日本国家足球队成员。
",0
"陈浩民、林子聪、叶祖新、张亮 张亮、林江国、馨子、张宝雯、周觅、杨雪。
",1
"宙斯从塞墨勒腹中救出胎儿，把他缝在自己的大腿里，因此，宙斯走路有此瘸，狄俄倪索斯这个名字即由此而来，意为宙斯瘸子。
",3
"尹明灿出生于北韩首都平壤，随后，成为一名足球员，并师任足球位置后卫。
",0
"着名的前康奈尔大学教授包括卡尔萨根、诺曼马尔科姆、弗拉基米尔纳博可夫、汉斯贝特、克林顿罗西特、理察费曼、比尔奈伊、约翰克里斯和阿伦布鲁。
",5
"马库斯杜索托伊及罗杰潘洛斯则为大学数学系的教授。
",5
"诸葛亮与弟诸葛均及姊姊由叔父诸葛玄收养，其兄诸葛瑾同继母赴江东。
",4
"屠珍的丈夫梅绍武是着名京剧演员梅兰芳的儿子，他也是翻译家。
",1
"1748年10月，京都所司代牧野贞通与朝延交涉，决定将伦子女王嫁给德川家治。
",1
"皮科克1791年4月9日生于英国登顿，1809年入剑桥大学剑桥大学三一学院三一学院，1813、1816、1839年分获学士、硕士、博士学位。
",5
"1000圆正面为会宁市的一处革命史迹，金正日母亲金正淑的出生地，背面为革命圣地三池渊，票面颜色为浅紫红色。
",3
"而与莉薇娅第一次婚姻所生的孩子，尼禄克劳狄乌斯杜路苏斯日耳曼尼库斯与提贝里乌斯提贝里乌斯克劳狄乌斯，奥古斯都亦甚为重用，让其两人去征服一大部份的日耳曼。
",2
"林惠是一只雌性大熊猫，于2001年9月在四川卧龙国家级自然保护区卧龙中国保护大熊猫研究中心出生，父母分别为盼盼盼盼与唐唐。
",2
"查尔菲后来与1982年离开了分子生物学实验室，加入了哥伦比亚大学生物科学系，继续研究线虫的触摸突变体。
",5
"文丁是帝乙、比干、箕子的父亲。
",2
"原型为中岛飞机技师，日本火箭科学之父纟川英夫。
",5
"在希腊神话中，米诺斯是克里特之王，宙斯和欧罗巴的儿子。
",3
"威斯康辛州宪法规定罢免选举需要选区超过四分之一的选票才能举行，即反麦卡锡运动需要在60天内收集404000条签名。
",0
"罗马市的起源的标志是由母狼哺育成人的兄弟罗慕路斯与雷穆斯。
",6
"福田正博于日本横滨出生，是一名已退休的日本前足球员。
",0
"在他十分尊敬的导师希尔伯特的指导下，外尔在哥廷根大学获得博士学位。
",5
"迪克逊大学就读德州大学奥斯汀分校，受乔治布鲁斯赫尔斯泰德教授的鼓励下，迪克逊以数学为其专业。
",0
"森比斯奥在家乡球会圣保罗开始他的职业生涯，合共效力了4年。
",0
"真殿益藏，日本足球运动员，前日本国家足球队成员。
",0
"朱由崧即位后，于六月戊午追封祖母郑贵妃为孝宁太皇太后，父福恭王朱常洵为贞纯肃哲圣敬仁毅恭皇帝，立庙于南京，墓园称熙陵。
",3
"他的母亲豁阿哈屯在被篡位的鬼力赤霸占后，生下了遗腹子阿斋，阿斋的儿子岱总汗脱脱不花、满都古勒汗、阿噶多尔济，成为后来蒙古汗国的各部诸汗先祖。
",2
"马西莫布萨卡，瑞士足球裁判，亦为一位商人 。
",0
"2011年日本职业足球联赛2011赛季，酒井宏树开始占据球队的主力位置，他获得27次出场机会，帮助柏雷素尔在升班的第一个赛季就获得日本顶级联赛冠军。
",0
"大野忍是日本女足球运动员，目前效力于英格兰阿森纳足球俱乐部女队，曾加入日视美人队，位置前锋。
",0
"不少消息指出，吴永正和蔺文财被刑拘或与吴英举报东阳市副市长陈军涉嫌受贿一事有关。
",0
"阿蒙摩斯的父亲为图特摩斯一世但母亲却仍有争议可能是图特摩斯一世的大皇后雅赫摩斯王后雅赫摩斯或是第二位皇后姆特诺费列特他是图特摩斯二世娃德杰摩斯女王哈特谢普苏特与妮斐鲁碧提公主的兄弟。
",2
"公启法亲王，俗名宽义，幼名俊宫，是日本江户时代中期的法亲王，生父母是闲院宫直仁亲王及左卫门佐讃岐，闲院宫典仁亲王的同母兄，也是中御门天皇的养子。
",4
"丰干，生卒年不详，唐朝天台山 天台山国清寺高僧，与寒山、拾得一同被誉为国清三隐。
",5
"金京一是朝鲜朝鲜国家足球队国家足球队的球员。
",0
"2014年7月，梁岩峰与高久龙一同被租借到中国足球乙级联赛球队南京钱宝半个赛季。
",0
"为了巩固双方联盟，安妮内维尔被许配予亨利六世与安茹的玛格丽特的独子、威斯敏斯特的爱德华。
",2
"巢鹏飞出身于中国超级足球联赛足球会大连实德青年军，曾经入选中国国家青年足球队，2005年以借将身份来港，加盟香港甲组足球联赛公民足球队。
",0
"简浩，台湾篮球运动员，为台美溷血儿，目前为自由球员，主要位置是前锋。
",0
"史帝夫冯贝尔根，是一名瑞士足球运动员，司职后卫，目前效力德国甲组足球联赛德甲球队哈化柏林，他效力过苏黎世两个赛季，两次赢得瑞士超级联赛。
",6
"在2008年8月10日进行的北京奥运会男子足球中国队与比利时队的小组赛当中，第52分钟中国队后卫谭望嵩恶意蹬踏对方球员下体，第63分钟中国队队长郑智肘击对方，均被红牌罚下，该场比赛中国队也以02告负，加之此前中国球员在国内外多次制造恶意犯规和球场暴力事件，这场比赛后，有网友将北京欢迎你改编成国足欢迎你以讽刺中国国家足球队。
",0
"艾巴奥连干马田斯一般称作连干，生于巴西，巴西职业足球运动员，现效力于日本职业足球联赛球会湘南比马队。
",0
"厉阴宅是一部2013年温子仁执导的美国超自然恐怖片，依真实故事改编而成，维拉法梅加与派翠克威尔森主演。
",0
"一度在法国国家足球队法国国家队中找到了自己的位置，随后因受伤及状态问题，他的位置被三届英格兰足球先生蒂埃里亨利及一众前锋取代，直到2005年11月才再次被法国国家足球队法国国家队教练雷蒙德多梅内克多梅内克召入，对阵哥斯达黎加国家足球队哥斯达黎加。
",0
"姚文元与妻子合葬，墓碑上只有妻子金英的名字，上面的女儿、女婿等全部只有名字没有姓氏。
",1
"俞正声中共中央政治局常委、全国政协主席，曾任中共上海市委书记19454黄敬儿子浙江绍兴人，曾国藩的五世外孙父亲黄敬是原天津市委书记、一机部长母亲范瑾是原北京市副市长妻子张志凯是原国防科工委科学技术委员会主任张震寰少将之女。
",2
"罗恩梅里特是美国康涅狄格大学着名理论物理学家与作家。
",5
"泽潟节，日本足球运动员，也是前日本国家足球队成员。
",0
"林金榜，台湾篮球运动员，目前效力于台中市璞园建筑篮球队，主要位置是前锋。
",0
"周毓麟数学物理学部1991年镇海生于上海。
",0
"森山佳郎，日本足球运动员，前日本国家足球队成员。
",0
"1955年具志坚用高，日本前拳击手。
",0
"江杓，号星初，上海市人，中华民国政治人物。
",0
"邓朴方，四川广安区广安人，前中共领袖邓小平的长子，前任第十一届全国政协副主席，前任第五届中国残疾人联合会主席团名誉主席，中国康华发展总公司董事长。
",2
"克洛泰尔一世是法兰克王国墨洛温王朝的缔造者克洛维一世与王后克洛蒂尔德的四个儿子中最小的一个，497年11月29日生于苏瓦松，他的名字克洛泰尔在古日耳曼语族日耳曼语中意为光荣的勇士。
",2
"顺治帝顺治帝福临1643年1661年孝庄文皇后布木布泰博尔济吉特氏孝庄文皇后不详崇德帝皇太极寨桑 寨桑之女。
",3
"盖特曼扬卡罗尔霍德凯维奇霍德凯维奇的新救援行动以失败告终，驻克里姆林宫的联邦军队的投降成为必须。
",2
"2005年3月18日，李巍在长沙黄花机场办理登机手续时因涉嫌赌球被警方逮捕，成为继唐全顺之后，第二名涉嫌赌球被捕的退役职业足球员。
",0
"本并健治是一位已退休的日本足球守门员，曾入选过日本国家足球队日本国家队，最后于日本职业足球联赛日职联东京绿茵退休。
",0
"步阐三国东吴将领，曾任昭武将军，为步骘之子。
",3
"名取笃，日本足球运动员，前日本国家足球队成员。
",0
"祖素的足球事业始于巴西国内球队戈亚斯体育会戈亚斯，2005年转会至圣保罗足球俱乐部圣保罗，期间为圣保罗赢得巴甲冠军、南美自由杯和世界冠军球会杯。
",0
"杜聪明与妻林双随育有4子1女长子祖智、次子祖诚、三男祖健、四男祖信和长女淑纯，台北第一高女及台北帝国大学卒业的杜淑纯是台北帝大首位台籍女学生，后移民美国纽约取得双硕士学位，在图书馆担任馆长至退休，女婿是东北帝国大学卒业的林衡道。
",1
"费特列苏连逊是一名丹麦足球后卫 后卫，现效力意甲球会祖云达斯。
",0
"当愤怒的官员们指控乌西达妨碍司法公正时，秘鲁共和国国会秘鲁国会举行了投票，并决定保证乌西达的安全。
",0
"布莱儿生于美国密西根州南区，双亲是莫莉安与艾略特宾诺。
",0
"1867年，瓦拉赫进入哥廷根大学学习化学，并师承于当时有机化学领域十分有名的弗里德里希维勒一学期后他进入柏林洪堡大学，师承于奥古斯特威廉冯霍夫曼。
",5
"2012赛季开赛前，上海申花俱乐部大手笔地引进了法国球星尼古拉阿内尔卡与法国名帅让蒂加纳，使得球队的联赛夺冠呼声甚至超过了卫冕冠军广州恒大。
",0
"因着父亲苻洪在后赵灭前赵后归附后赵并接受其官职，苻雄亦仕于后赵，更因战功而获后赵君主石虎授予龙骧将军。
",2
"1815年奥托冯俾斯麦，普鲁士王国首相，德意志帝国总理。
",3
"增田誓志，日本足球运动员，前日本国家足球队成员。
",0
"古拉尼时常会拜访伦敦帝国学院与洛斯阿拉莫斯国家实验室。
",5
"郑贵妃北京京南大兴区大兴人，明神宗朱翊钧宠妃，明恭宗朱常洵、邠哀王朱常溆、浣怀王朱常治、云和公主、灵丘公主、寿宁公主生母，南明弘光帝祖母。
",3
"埃尔温薛定谔，物理学家，1933年诺贝尔物理学奖得主。
",5
"自此，陈仁宗、陈英宗、陈明宗、陈艺宗、陈顺宗亦曾当太上皇，其中陈明宗是两朝太上皇，陈艺宗更是三朝太上皇，是东亚国家鲜有的例子。
",2
"斯坦福监狱实验经常被拿来与米尔格拉姆实验进行比较，米尔格拉姆实验是于1961年在耶鲁大学，由津巴多中学时代的好友斯坦利米尔格拉姆进行的。
",5
"林柱机出身于加拿大爱民顿，父亲是香港人，母亲是荷兰人，持有加拿大及荷兰双重国籍。
",0
"1972年爱德华高夫惠特兰被任命为澳洲总理，结束了澳洲自由党长达23年的执政。
",0
"后黎朝后期，黎神宗、黎熙宗、黎裕宗、黎懿宗，和莫朝的莫登庸亦曾当太上皇。
",2
"子女有阿部正秋、阿部正乘、阿部正直、阿部正敏、女儿。
",4
"亨利本尼迪克特托马斯爱德华玛利亚克莱门特弗朗西斯哈维尔斯图亚特，枢机主教约克公爵出身斯图亚特家族，是一位罗马天主教会枢机主教，也是詹姆斯党的第四任和最后一任英格兰、苏格兰、法兰西和爱尔兰王位觊觎者。
",2
"叔仲衍的哥哥叔仲皮的儿子是子柳，叔仲皮去世，子柳之妻鲁人，丧服斩衰，头上用缪绖。
",3
"兄弟曹昂、曹铄、曹丕、曹植、曹彰、曹熊、曹冲。
",4
"事实上1893年开始，林家事实上已转为艺文世家，在林朝栋的樟脑事业达到顶点后，他的堂弟林献堂主持了整个家族，林献堂与他父亲林文钦都相当喜欢文学、戏剧与美术，联合士绅创办台中一中，并开始装饰林家的建筑。
",2
"云和公主朱轩姝、朱常溆、明恭宗朱常洵、沅怀王朱常治、灵丘公主朱轩姚、寿宁公主朱轩媁。
",4
"1896年，哈代从温切斯特公学毕业，进入剑桥大学三一学院学习。
",5
"森健，是日本东京都出身的动画监督。
",0
"许晋亨、何超琼与李嘉欣汤王、醉激、醉醒、醉仙、醉神、醉味、快意、一宝、贰宝、驷宝。
",1
"长子  瑞国公  育德堂  阮福膺禛  皇贵妃武氏缘阮福洪依  陈氏娥  即后来的育德帝。
",2
"1998年郑兆聪香港足球先生。
",0
"2011年2月，韩燕鸣归队效力天津泰达。
",0
"此后埃姆林休斯国际赛生涯并没有留下深刻印象，盖因英格兰在1974年世界杯并没有出席，反而其功绩是在球会方面。
",6
"达里乌斯杜德卡，是一位波兰足球运动员。
",0
"林文堂也在1998年首次参加亚洲高尔夫球巡回赛，并在2006年以低于标准杆13杆的成绩获得台湾高尔夫公开赛冠军。
",0
"中村一义，日本足球运动员，前日本国家足球队成员。
",0
"2006年发行的新版大韩民国南韩5000韩元的纸币肖像画的正面即为李珥以及栗谷出生地点乌竹轩图桉和竹子，而背面为李珥母亲申师任堂的一副名画草虫図 。
",3
"着名的前康奈尔大学教授包括卡尔萨根、诺曼马尔科姆、弗拉基米尔纳博可夫、汉斯贝特、克林顿罗西特、理察费曼、比尔奈伊、约翰克里斯和阿伦布鲁。
",5
"篠岛秀雄，日本足球运动员，前日本国家足球队成员。
",0
"维达尔白兰士法国地质政治学学校创办人及提出人文地理学原则。
",0
"司马通长兄司马朗字伯达，次兄宣帝司马懿字仲达，三兄司马孚字叔达，四兄司马馗字季达，五兄司马恂 司马恂字显达，六兄司马进字惠达，幼弟司马敏字幼达，都在当时知名，故号称为八达。
",4
"年羹尧之妹敦肃皇贵妃年氏被选为雍亲王侧福晋，因此成为胤禛亲信。
",4
"按照其传记，莲师应藏王赤松德赞与寂护邀请，约于750年由印度启程前往西藏弘法，以神通调伏了苯教八部鬼神，创立了最早的藏地寺庙桑耶寺。
",5
"大榎克己，日本足球运动员，前日本国家足球队成员。
",0
"六弟旭烈兀，唆鲁禾帖尼所生，伊儿汗国建立者。
",2
"默里盖尔曼1929年9月15日出生于美国曼哈顿一个移民自奥匈帝国的犹太家庭。
",5
"1871年他就任新成立的罗马大学的化学系主任，同年11月，坎尼扎罗以自己在科学上的贡献被国王任命为参议员，并当选参议院副议长，他还担任过公共教育委员会的成员，不遗余力地推动着意大利的科学教育事业。
",5
"2013年，大连实德解散后，赵学斌转投另一支大连球队大连阿尔滨。
",0
"2012年3月，在白俄罗斯首都明斯克举行的世界青少年花样滑冰锦标赛上力压美国选手获得冠军，这是中国获得的第一个花样滑冰青年组最高级别的单人冠军，同时他也成为继双人名将张丹张昊以及新星隋文静韩聪之后，第五个问鼎世青赛冠军的中国选手。
",0
"陈浩民、林子聪、叶祖新、张亮 张亮、林江国、馨子、张宝雯、周觅、杨雪。
",1
"傅学海，台湾天文学家，现任教于国立台湾师范大学地球科学系天文组。
",5
"但随着2008年球队引进原上海申花门将周亚君，2009年引进曾诚，申彦华和以前中甲的功勋门将车向前都渐渐失去了位置。
",0
"其建筑由丹麦设计师阿纳雅各布森设计，原始建筑在1993年3月30日成为一级在列建筑。
",0
"大森晃太郎是一位日本足球中场，效力于大坂飞脚。
",0
"7月19日袁皓俊，香港足球运动员。
",0
"潘威志，台湾足球运动员，职司守门员，目前效力于台电足球队。
",0
"他是爱尔兰民族主义者约翰麦克布赖德和昴德冈昂的儿子，出生于法国巴黎。
",0
"1奥斯卡二世奥斯卡王储，2 古斯塔夫五世古斯塔夫王子，3奥斯卡贝尔纳多特奥斯卡王子，4 奥古斯特王子。
",2
"在原行平，是日本平安时代平城天皇皇太子阿保亲王的次子，同时也是诗人，大部分的作品都借由他的弟弟在原业平出版。
",4
"然后他在军医院眼科行医，于1992年到英国伦敦、西区眼科医院学习，并结识了后来成为其妻子的阿斯玛阿萨德。
",1
"郑日冠，朝鲜职业足球运动员，入选过朝鲜国家青年足球队及朝鲜国家足球队。
",0
"同母异父妹苏琳，2005年8月2日出生在美国圣地亚哥动物园，白云与大熊猫高高所生。
",3
"2014中超赛季季骁宣数次前往哈尔滨毅腾足球俱乐部哈尔滨毅腾队试训并代表毅腾参加中国足球超级联赛预备队联赛中超预备队联赛，在中超联赛夏季转会期开放后于2014年7月初正式加盟哈尔滨毅腾足球俱乐部。
",0
"保夫莱特生于伦敦伊斯灵顿，出身于阿森纳足球俱乐部阿仙奴青训系统，于1999年7月获提供职业球员合约，但没有为一队上过阵，期间曾为青年队在决赛击败考文垂足球俱乐部高云地利赢得19992000年度英格兰足总青年杯锦标，同期队友包括史提夫薛维尔薛维尔、莫里茨福尔茨禾斯、杰雷米阿利亚迭雷艾利亚迪里等。
",0
"神田清雄，日本足球运动员，前日本国家足球队成员。
",0
"该石碑上刻着埃及象形文圣书体、俗体文世俗体和古希腊文三种文字。
",3
"该寺是热堆寺的属寺之一，热堆寺的其他属寺还有聂塘卓玛拉康、贡布拉康、仁青林日追。
",3
