Id,Entity_1,Entity_2,Property
3787,万多亲王,经世王,child
3788,雅典娜,阿波罗,sibling
3789,段奎,法属印度支那,birthPlace
3790,小林悟,日本,birthPlace
3791,郑少秋,官晶华,spouse
3792,万多亲王,益世王,child
3793,崇源院,德川和子,child
3794,司马道子,寻阳公主,sibling
3795,马默·比莱姆·迪乌夫,达喀尔,birthPlace
3796,周和平,河北省,birthPlace
3797,赵涛,贾樟柯,spouse
3798,吕昆錡,台湾,birthPlace
3799,织田信秀,信德院殿,child
3800,苑维玮,天津,birthPlace
3801,萨洛蒙·奥莱姆贝,雅温得,birthPlace
3802,庆越雄二,鹿児岛县,birthPlace
3803,冯小怜,李询,spouse
3804,乔治·奈维尔·沃森,伯明罕大学,workPlace
3805,路易·波拿巴,玛丽亚·莱蒂西亚·拉莫利诺,parent
3806,植木繁晴,日本,birthPlace
3807,黄炎培,王纠思,spouse
3808,潘濂,布鲁克林,deathPlace
3809,织田信秀,小幡殿,child
3810,威理博·司乃耳,莱顿大学,workPlace
3811,胡马尔,巴西,birthPlace
3812,李念,林和平,spouse
3813,松山博明,日本,birthPlace
3814,曹冲,清河公主,sibling
3815,杨延昭,杨宗保,child
3816,庇护五世,罗马市,deathPlace
3817,托勒密·费拉德尔甫斯,克利奥帕特拉七世,parent
3818,皆川广照,皆川广长,sibling
3819,杨璞,北京,birthPlace
3820,曹熊,曹冲,sibling
3821,频耶,蒲甘,deathPlace
3822,彭爱佳,林益世,spouse
3823,宋庆龄,倪桂珍,parent
3824,陈湛羲,香港,birthPlace
3825,李明俊,朝鲜,birthPlace
3826,孙匡,孙泰,child
3827,摩西奶奶,纽约州,birthPlace
3828,阿部正备,小出英教,sibling
3829,克雷芒二世,罗马市,deathPlace
3830,布莱恩·劳德鲁普,维也纳,birthPlace
3831,启,季康,child
3832,大岩奥斯卡尔,圣保罗,birthPlace
3833,赵宗燠,北京,deathPlace
3834,王馨平,林翠,parent
3835,阿方索·佩雷斯,赫塔费,birthPlace
3836,帕尔米罗·陶里亚蒂,热那亚,birthPlace
3837,平山大,福井县,birthPlace
3838,宋楠,黑龙江,birthPlace
3839,小西行长,小西行景,sibling
3840,塞尔希奥·巴蒂斯塔,阿根廷,birthPlace
3841,本田长康,日本,birthPlace
3842,若昂·德·巴罗斯,圣地亚哥,deathPlace
3843,加塔诺·西雷阿,波兰,deathPlace
3844,克洛德·勒鲁瓦,法国,birthPlace
3845,英照皇太后,顺子内亲王,child
3846,罗志恩,台湾,birthPlace
3847,公孙述,公孙仁,parent
3848,萧憺,南朝宋,birthPlace
3849,大卫·桑马,南非,birthPlace
3850,范赟,上海,birthPlace
3851,克雷芒二世,教宗国,deathPlace
3852,姚学文,香港,birthPlace
3853,黄芷晴,黄日华,parent
3854,水嶋斐吕,绚香,spouse
3855,崔孝镇,韩国,birthPlace
3856,阿历山大·希比,明斯克,birthPlace
3857,李焕,潘香凝,spouse
3858,蔡亚佳度,蔡瑆,sibling
3859,加藤正明,日本,birthPlace
3860,岩下润,日本,birthPlace
3861,王信凯,台湾,birthPlace
3862,苏康城,中国,birthPlace
3863,摩西斯·萨基,加纳,birthPlace
3864,费多尔·冯·博克,纳粹德国,deathPlace
3865,赫柏,阿勒克西阿瑞斯,child
3866,礒田由和,日本,birthPlace
3867,周长耀,露济亚,spouse
3868,曹真,曹羲,child
3869,佐竹义宣,多贺谷宣家,sibling
3870,贾维尔·麦基,密西根州,birthPlace
3871,唐明治,邓莲如,spouse
3872,阮福暘,阮岳,spouse
3873,阿蒙霍特普一世,雅赫摩斯·纳菲尔泰丽,parent
3874,尧尊法亲王,宽钦法亲王,sibling
3875,爱赫特波一世,特提舍丽,parent
3876,吴香伦,吴殷志,parent
3877,阿努比斯,欧西里斯,parent
3878,杰西·林加德,沃灵顿,birthPlace
3879,林文程,中华民国外交部,workPlace
3880,梁启超,梁思忠,child
3881,朱广沪,上海市,birthPlace
3882,载振,溥钧,child
3883,库尔特·勒温,杜克大学,workPlace
3884,赖品妤,赖劲麟,parent
3885,西蒙·凯尔,丹麦,birthPlace
3886,志治达雄,日本,birthPlace
3887,奥斯瓦尔德·埃弗里,洛克菲勒研究院,workPlace
3888,庆封,庆克,parent
3889,尤里乌什·隆美尔,波兰人民共和国,deathPlace
3890,樱井孝司,日本,birthPlace
3891,山缪·谢维扬,纽约,birthPlace
3892,佃贤典,日本,birthPlace
3893,韩说,韩兴,child
3894,雅赫摩斯·纳菲尔泰丽,雅赫摩斯·美里塔蒙,child
3895,礒田由和,京都府,birthPlace
3896,中原礼,东京都,birthPlace
3897,常高院,崇源院,sibling
3898,内尔松·奎瓦斯,亚松森,birthPlace
3899,毛罗·席尔瓦,巴西,birthPlace
3900,斯坦尼斯瓦夫·科涅茨波尔斯基,安娜·斯萝奇茨卡,parent
3901,罗贝尔·皮雷斯,法国,birthPlace
3902,华顶博信,华顶博道,child
3903,奥斯卡·王尔德,都柏林,birthPlace
3904,贞明皇后,昭和天皇,child
3905,蔡阿信,彭华英,spouse
3906,铃木隆行,日本,birthPlace
3907,朝鲜世祖,贞昭公主,sibling
3908,直子女王,顺宫韶子女王,sibling
3909,泰隆·科宾,南卡罗来纳州,birthPlace
3910,丸谷清之介,日本,birthPlace
3911,达里乌斯·杜德卡,波兰,birthPlace
3912,吴宝珠,芝加哥大学,workPlace
3913,伦子女王,俊宫寛义王,sibling
3914,大卫·马迪奥斯,马德里,birthPlace
3915,米克瓦伊·波托茨基,雅德维加·普鲁西诺夫斯卡,parent
3916,顾顺章,镇江,deathPlace
3917,阿瑟·莱文森,西雅图,birthPlace
3918,赵匡明,唐朝,birthPlace
3919,梁启超,梁思礼,child
3920,黎圣宗,吴氏玉瑶,parent
3921,平泽周策,日本,birthPlace
3922,下村脩,波士顿大学,workPlace
3923,热振寺,曲桑寺,child
3924,卡米尔·若尔当,里昂,birthPlace
3925,金元凤,朴次贞,spouse
3926,杜路·阿肯拿,阿韦亚内达,birthPlace
3927,马沙美素·昌盖,阿塔帕梅,birthPlace
3928,托米斯拉夫二世,奥尔良,parent
3929,向栢窓,向花窓,sibling
3930,孝明郑皇后,唐宣宗,child
3931,朝鲜世祖,平原大君,sibling
3932,王小丫,曹建明,spouse
3933,克罗多米尔,克洛维一世,parent
3934,沙维亚·沙文,大溪地,birthPlace
3935,松平赖丰,樋口基康,child
3936,黄梅兴,上海,deathPlace
3937,梁启超,梁思懿,child
3938,黎智英,李韵琴,spouse
3939,金仙公主,李隆基,sibling
3940,大仁邦弥,兵库县,birthPlace
3941,阿隆佐·邱奇,普林斯顿大学,workPlace
3942,卡里姆·阿卜杜勒·贾巴尔,纽约,birthPlace
3943,奕臣·杜斯·山度士·卡度素,巴西,birthPlace
3944,奈尔·德葛拉司·泰森,公共电视网,workPlace
3945,诸葛瑾,诸葛亮,sibling
3946,中村圣,滋贺县,birthPlace
3947,溥仪,韫颖,sibling
3948,北畠显家,村上师清,child
3949,金城公主,尺带珠丹,spouse
3950,丰国公,阮福慰情,child
3951,高本词史,宫崎县,birthPlace
3952,杰克·霍布斯,朴茨茅斯,birthPlace
3953,罗莎琳·富兰克林,伦敦大学国王学院,workPlace
3954,塞普蒂米乌斯·塞维鲁,大莱普提斯,birthPlace
3955,惠徵,福祥,child
3956,黄香,黄琼,child
3957,尔约·维萨拉,图尔库大学,workPlace
3958,唐佳庶,中国,birthPlace
3959,尤敏,毕琨生,parent
3960,周韵,姜文,spouse
3961,楚原,南红,spouse
3962,丁仰国,林秀君,spouse
3963,金功榛,朝鲜,birthPlace
3964,寿恩固伦公主,孝静成皇后,parent
3965,赛米·埃尔登,土耳其,birthPlace
3966,谭咏麟,谭江柏,parent
3967,渡边一平,日本,birthPlace
3968,佐佐木道誉,佐佐木贞满,sibling
3969,文丁,武乙,parent
3970,宋泰林,韩国,birthPlace
3971,信藤健仁,日本,birthPlace
3972,楚武王,楚霄敖,parent
3973,水本裕贵,日本,birthPlace
3974,纪尧姆·克利顿,康佛萨诺的西比拉,parent
3975,德川宗尹,德川家重,sibling
3976,盖兹卡·门迭塔,毕尔巴鄂,birthPlace
3977,辻政信,失踪,deathPlace
3978,陈蝶衣,梁佩琼,spouse
3979,遇俊锴,道外区,birthPlace
3980,克娄巴特拉·塞勒涅二世,克利奥帕特拉七世,parent
3981,山桥贵史,北海道,birthPlace
3982,今川义元,玄广恵探,sibling
3983,悠悠,秋秋,sibling
3984,姚錱,上海,deathPlace
3985,孙维新,国立中央大学,workPlace
3986,韦宁顿·卢比斯,巴西,birthPlace
3987,雷蒙·科帕,加来海峡省,birthPlace
3988,赤德祖赞,赤松德赞,child
3989,卡米洛·高尔基,帕维亚大学,workPlace
3990,卡洛斯·阿历山大·苏沙·施华,巴西,birthPlace
3991,阿什丽·玛德克薇,英国,birthPlace
3992,朝鲜显宗,淑静公主,sibling
3993,育德帝,陈氏娥,parent
3994,耶律岩母菫,萧惠,spouse
3995,岛津纲贵,桂久音,child
3996,埃里克王子,古斯塔夫五世,parent
3997,相土,昭明,parent
3998,鲁文·拉马第,戈达德太空飞行中心,workPlace
3999,米尔顿·赫马森,威尔逊山天文台,workPlace
4000,尧胤法亲王,觉圆法亲王,sibling
4001,克雷芒六世,科雷兹省,birthPlace
4002,二条为子,琼子内亲王,child
4003,乔治·比德尔·艾里,剑桥大学,workPlace
4004,余浩邦,香港,birthPlace
4005,季骁宣,中国,birthPlace
4006,小村德男,岛根县,birthPlace
4007,郭炳江,梁洁芹,spouse
4008,阮志清,法属印度支那,birthPlace
4009,约翰·冯兰腾,哥伦比亚,birthPlace
4010,蔡美儿,蔡少棠,parent
4011,圣德太子,春米女王,child
4012,梁希,北京,deathPlace
4013,宋霭龄,孔祥熙,spouse
4014,松原忠明,日本,birthPlace
4015,迟嵘亮,天津,birthPlace
4016,马高明,中国,birthPlace
4017,西纪宽,日本,birthPlace
4018,阿兰·希勒,泰恩河畔纽卡斯尔,birthPlace
4019,保罗·马科斯·德·约苏斯·里贝罗,巴西,birthPlace
4020,新平公主,裴竑,spouse
4021,余若薇,胡健维,spouse
4022,山崎理人,福冈县,birthPlace
4023,希腊字母,哥德字母,child
4024,娜芙蒂蒂,阿肯纳顿,spouse
4025,八代敏,日本,birthPlace
4026,阿方索十二世,伊莎贝拉二世,parent
4027,高田正夫,日本,birthPlace
4028,王后军,上海,deathPlace
4029,斯蒂芬·铁摩辛柯,密歇根大学,workPlace
4030,蔡翘,北京,deathPlace
4031,任正非,任平,child
4032,李卓皓,南京大学,workPlace
4033,朝鲜正祖,清璿公主,sibling
4034,帕梅拉·盖伊,南伊利诺大学艾德华村分校,workPlace
4035,杨熙智,香港,birthPlace
4036,谷名伦,谷风,parent
4037,克雷芒四世,维泰博,deathPlace
4038,维尔纳·默尔德尔斯,德国,deathPlace
4039,尊助法亲王,宽朝,child
4040,影山贵志,大坂府,birthPlace
4041,马丁·埃文斯,剑桥大学,workPlace
4042,阿隆索·德·奥赫达,昆卡,birthPlace
4043,罗皑,占婆,birthPlace
4044,森兰丸,森可隆,sibling
4045,张任谦,悉尼圣文森特医院,workPlace
4046,俞大维,俞方济,child
4047,安德烈·彼得罗维奇·卡皮察,俄罗斯科学院,workPlace
4048,蔡依伦,蔡绿峰,parent
4049,傅程鹏,程愫,spouse
4050,陈子聪,何超仪,spouse
4051,帝乙,帝辛,child
4052,巴布海,清太祖皇八女,sibling
4053,博义王,章子女王,child
4054,浅野薰,大坂府,birthPlace
4055,保罗·卡纳瓦罗,那不勒斯,birthPlace
4056,川西隆,日本,birthPlace
4057,卡约儿·德乌根,阿杰·德乌根,spouse
4058,高森泰男,日本,birthPlace
4059,文鲜明,韩鹤子,spouse
4060,罗杰·阿斯卡姆,科比威斯克,birthPlace
4061,乔治·惠普尔,加州大学,workPlace
4062,德川家达,德川家正,child
4063,敏达天皇,菟道贝蛸皇女,child
4064,益川敏英,东京大学,workPlace
4065,偪姞,晋襄公,child
4066,桥本雄二,日本,birthPlace
4067,王僧达,南朝宋,birthPlace
4068,田渊龙二,日本,birthPlace
4069,许蕾姆苏丹,罗加京,birthPlace
4070,渡边隆正,日本,birthPlace
4071,霍普·索罗,美国,birthPlace
4072,北畠具教,木造具康,sibling
4073,司马茂英,富阳公主,sibling
4074,根岸英一,雪城大学,workPlace
4075,吴妍华,国立阳明大学,workPlace
4076,茵蒂克丝,伦敦,birthPlace
4077,陈少帝,陈顺宗,parent
4078,池内丰,爱知县,birthPlace
4079,约翰·亚岱尔,肯塔基,deathPlace
4080,启定帝,同庆帝,parent
4081,南部阳一郎,芝加哥大学,workPlace
4082,克里斯蒂安十世,瑞典的露易丝·贝尔纳多特,parent
4083,徐富新,中华人民共和国,birthPlace
4084,小西行长,小西如清,sibling
4085,伦子女王,博山元敝,sibling
4086,杨日礼,杨姜,parent
4087,朝鲜世宗,贞善公主,sibling
4088,横山秀夫,东京都,birthPlace
4089,陆绩,陆鬱生,child
4090,卢学洙,朝鲜,birthPlace
4091,圣德太子,马屋古女王,child
4092,霍建霆,天津,birthPlace
4093,颜思齐,台湾,deathPlace
4094,坂口健司,日本,birthPlace
4095,高德·山姆高德,纽约市,birthPlace
4096,莫迪盖阿尔顿,图胡夫,birthPlace
4097,蔡育瑜,香港,birthPlace
4098,松平赖恕,大久保忠礼,child
4099,尾上惠生,广岛县,birthPlace
4100,居鲁士一世,泰斯帕斯,parent
4101,阿部正武,阿部正乔,child
4102,黎宜民,黎太宗,parent
4103,松平赖重,大久保公卓,child
4104,重庆公主,朱见泽,sibling
4105,织田信忠,织田长次,sibling
4106,林以文,林锦顺,parent
4107,大石信幸,日本,birthPlace
4108,德川齐昭,池田茂政,child
4109,阿赫蒂·卡尔亚莱宁,赫尔辛基,deathPlace
4110,克里斯蒂娜女王,古斯塔夫二世·阿道夫,parent
4111,德川赖宣,督姫,sibling
4112,武乙,文丁,child
4113,诸葛恪,诸葛竦,child
4114,雷夫·范恩斯,珍妮佛·赖许,parent
4115,颜乐枫,香港,birthPlace
4116,穆罕默德·沙,德里,deathPlace
4117,帕差拉吉帝雅帕公主,宋诗哇丽公主,parent
4118,威廉·德西特,莱顿大学,workPlace
4119,罗伦素·泰希奥,大溪地,birthPlace
4120,黄磊,黄小立,parent
4121,顾超,上海市,birthPlace
4122,维新帝,阮氏定,parent
4123,德川齐昭,松平赖之,child
4124,高桑大二朗,东京都,birthPlace
4125,仙石秀久,仙石政能,child
4126,桓彬,桓晔,sibling
4127,斯蒂芬·铁摩辛柯,史丹佛大学,workPlace
4128,唐佳庶,上海市,birthPlace
4129,松景慎,松景林,sibling
4130,和硕恪纯长公主,清太宗第六女,sibling
4131,毛岸青,邵华,spouse
4132,诺森十一世,教宗国,deathPlace
4133,马克·约尔,巴黎第六大学,workPlace
4134,肖恩·奥凯西,布瑞恩·奥凯西,child
4135,松井清隆,日本,birthPlace
4136,和田昌裕,兵库县,birthPlace
4137,武田信玄,武田信繁,sibling
4138,小瓢虫·约翰逊,林登·B·詹森,spouse
4139,莫里茨·福尔茨,锡根,birthPlace
4140,蔡岳勳,蔡扬名,parent
4141,安德斯·唐纳,赫尔辛基大学,workPlace
4142,阿部公二,高桥爱,spouse
4143,织田信忠,织田信好,sibling
4144,蒋英,钱学森,spouse
4145,耶律擘失,耶律八哥,sibling
4146,窦唯,王菲,spouse
4147,保罗·萨巴捷,图卢兹,deathPlace
4148,大卫·萨克,美国,birthPlace
4149,星原健太,日本,birthPlace
4150,唐纳德·图斯克,波兰,birthPlace
4151,源义仲,源仲家,sibling
4152,宋祖英,罗浩,spouse
4153,保罗·轩历基·米兰达,巴西,birthPlace
4154,钱穆,钱胡美琦,spouse
4155,杰里米·赫米达,佐治亚州,birthPlace
4156,唐应恩,唐明炎,child
4157,欧华路,马德里,birthPlace
4158,热振寺,甘岗寺,child
4159,贾森·库马斯,雷克瑟姆,birthPlace
4160,塞尔日·阿罗什,巴黎第六大学,workPlace
4161,庇护四世,米兰,birthPlace
4162,杰拉德·古拉尼,罗彻斯特大学,workPlace
4163,卢卡斯·雷瓦,巴西,birthPlace
4164,北出尚大,日本,birthPlace
4165,岸奥裕二,日本,birthPlace
4166,卡尔·威曼,科罗拉多大学博尔德分校,workPlace
4167,藤嶋昭,东京大学,workPlace
4168,小畑穰,日本,birthPlace
4169,卢卡斯·巴里奥斯,阿根廷,birthPlace
4170,赫耳墨斯,阿瑞斯,sibling
4171,赫耳墨斯,珀尔修斯,sibling
4172,胡茵梦,李敖,spouse
4173,德川齐昭,松平赖恕,sibling
4174,阿历士·洛里高·迪亚士·达哥斯达,巴西,birthPlace
4175,褚英,清太祖皇五女,sibling
4176,织田信忠,织田永姬,sibling
4177,尧尊法亲王,任助法亲王,sibling
4178,洪明甫,首尔,birthPlace
4179,路易松,巴西,birthPlace
4180,许志义,台湾,birthPlace
4181,赤松德赞,金城公主,parent
4182,新条宏喜,日本,birthPlace
4183,平泽周策,秋田县,birthPlace
4184,约翰·雷姆赛·麦克库洛赫,伦敦大学学院,workPlace
4185,元仲华,高澄,spouse
4186,唐孝威,无锡,birthPlace
4187,燕国长公主,宋太祖,sibling
4188,威斯敏斯特的爱德华,安茹的玛格丽特,parent
4189,陈鸿平,福建,birthPlace
4190,薄一波,薄熙来,child
4191,海什木,法蒂玛王朝,deathPlace
4192,耶律余里衍,耶律敖卢斡,sibling
4193,卡路士·昆洛斯,莫桑比克,birthPlace
4194,克娄巴特拉·塞勒涅一世,克娄巴特拉三世,parent
4195,敦肃皇贵妃,年希尧,sibling
4196,希尔德里克一世,图尔内,deathPlace
4197,锺楚维,香港,birthPlace
4198,佐藤淳志,日本,birthPlace
4199,向德泽,尚灏,child
4200,村田教生,爱知县,birthPlace
4201,仁孝文皇后,徐增寿,sibling
4202,尤里乌什·隆美尔,华沙,deathPlace
4203,邵逸夫,邵行银,parent
4204,叔姜,鲁闵公,child
4205,徐林侠,宋绮云,spouse
4206,小岛彻,日本,birthPlace
4207,山口芳忠,日本,birthPlace
4208,魔裟斗,柏市,birthPlace
4209,阿部正由,松平赖谦,sibling
4210,郑一,南中国海,deathPlace
4211,罗纳德·德波尔,荷兰,birthPlace
4212,冰冰,圆圆,child
4213,惠徵,桂祥,child
4214,卓琳,北京市,deathPlace
4215,唐应恩,唐亦红,child
4216,唐应恩,唐明昱,child
4217,宋美龄,倪桂珍,parent
4218,林冰,林惠,parent
4219,罗勃·席勒,耶鲁大学,workPlace
4220,吴作栋,陈子玲,spouse
4221,董洁,潘粤明,spouse
4222,绵忻,奕志,child
4223,森福都,周防大岛町,birthPlace
4224,李巍,长沙,birthPlace
4225,柳想铁,首尔,birthPlace
4226,朴哲龙,朝鲜,birthPlace
4227,南红,陈翦娜,parent
4228,阿噶多尔济,阿斋,parent
4229,林健太郎,东京都,birthPlace
4230,庄拿芬·希克斯,拿骚,birthPlace
4231,马丁·纽维尔,帕罗奥多研究中心,workPlace
4232,女登,少典,spouse
4233,卡卡,巴西,birthPlace
4234,保大帝,端徽皇太后,parent
4235,乌韦·勒斯勒尔,阿尔滕堡,birthPlace
4236,万多亲王,正躬王,child
4237,邱永聪,邱文达,child
4238,南昌公主,苏勖,spouse
4239,赵紫阳,赵二军,child
4240,焦帅,中国,birthPlace
4241,阿里·宰因·阿比丁,夏赫尔宝努,parent
4242,城彰二,日本,birthPlace
4243,埃德温·克雷布斯,戴维斯加利福尼亚大学,workPlace
4244,二宫宽,日本,birthPlace
4245,安克姗海娜曼,娜芙蒂蒂,parent
4246,林文程,国立中山大学,workPlace
4247,吴金贵,中国,birthPlace
4248,笠原宗太,群马县,birthPlace
4249,赵源熙,首尔,birthPlace
4250,西萨尔·贝卡里亚,米兰,birthPlace
4251,亨利·路易·勒夏特列,巴黎综合理工学院,workPlace
4252,卢作孚,重庆市,deathPlace
4253,今藤幸治,日本,birthPlace
4254,薛悌,曹魏,deathPlace
4255,冈特的约翰,埃诺的菲利帕,parent
4256,孙中山,孙娫,child
4257,唐纳德二世,福里斯,deathPlace
4258,屠俊翘,香港,birthPlace
4259,武井择也,日本,birthPlace
4260,拉玛五世,特诗琳王太后,parent
4261,李天文,泰国,birthPlace
4262,松尾一,大坂府,birthPlace
4263,巴布泰,费扬果,sibling
4264,马度沙林,拿度,birthPlace
4265,酒井忠次,酒井忠善,sibling
4266,山村和也,日本,birthPlace
4267,马斯奥·辛拿,圣保罗,birthPlace
4268,寿梦,去齐,parent
4269,法兰高·迪山度,门多萨,birthPlace
4270,乔治·勃兰特,乌普萨拉大学,workPlace
4271,饭岛寿久,东京都,birthPlace
4272,加藤好男,日本,birthPlace
4273,艾塞弗莉塔,艾尔赫斯威斯,parent
4274,保罗·德鲁德,莱比锡大学,workPlace
4275,王季,太姜,parent
4276,马雷克·马捷约夫斯基,捷克,birthPlace
4277,阿部正武,阿部正晴,child
4278,昭宪皇太后,德川庆喜,sibling
4279,马云·甘柏,蒂宾根,birthPlace
4280,琳达·巴克,华盛顿大学,workPlace
4281,褚英,清太祖皇七女,sibling
4282,丹尼斯·维奥勒,美国,deathPlace
4283,森川彻,日本,birthPlace
4284,朗达玛,没庐妃拉杰莽莫杰,parent
4285,田蕴章,天津市,birthPlace
4286,蒲松龄,蒲柏龄,sibling
4287,迷你彬,黄美玲,parent
4288,尊助法亲王,雅庆,child
4289,傅镭,中国,birthPlace
4290,麦士维·山度士·施华,巴西,birthPlace
4291,莱昂·姆巴,加蓬,birthPlace
4292,埃里克·坎德尔,维也纳,birthPlace
4293,宙斯,赫斯提亚,sibling
4294,赵凤,唐朝,birthPlace
4295,巫永昌,吴沛,spouse
4296,让·迪厄多内,密西根大学,workPlace
4297,结城昌治,东京都,birthPlace
4298,周访,东吴,birthPlace
4299,汤口荣藏,日本,birthPlace
4300,聂斯脱里,埃及,deathPlace
4301,亚历山大·里博,圣奥梅尔,birthPlace
4302,谢长廷,谢维芬,child
4303,云和公主,灵丘公主,sibling
4304,杰瑞米·欧文,英国,birthPlace
4305,吕旃蒙,广西,deathPlace
4306,阿瑟·康普顿,芝加哥大学,workPlace
4307,卜比·比达,荷兰,birthPlace
4308,褚裒,京口,deathPlace
4309,浅井长政,阿久姫,sibling
4310,饭岛澄男,大日本帝国,birthPlace
4311,史蒂夫·布莱迪,米兰达·霍布斯,spouse
4312,新城公主,唐高宗,sibling
4313,周长耀,董秀君,spouse
4314,利根川进,加州大学圣地牙哥分校,workPlace
4315,马田·巴勒莫,阿根廷,birthPlace
4316,洪映早,朝鲜,birthPlace
4317,马斯姆·罗马斯真高,苏联,birthPlace
4318,苏坦·高华斯,布达佩斯,birthPlace
4319,宋绮云,徐林侠,spouse
4320,乔治·博阿滕,恩考考,birthPlace
4321,阿尔伯特·弗雷德里希·弗来·威士林,苏黎世联邦理工学院,workPlace
4322,汤·史顿,美国,birthPlace
4323,吕旃蒙,湖南,birthPlace
4324,玛丽·蕾捷斯卡,路易十五,spouse
4325,红线女,马师曾,spouse
4326,欧文·罗斯,耶鲁大学,workPlace
4327,齐天羽,中国,birthPlace
4328,肯尼斯·威尔森,康乃尔大学,workPlace
4329,郑迵,郑达,sibling
4330,阿部正备,大村纯熙,sibling
4331,云逊·西蒙,大溪地,birthPlace
4332,伦子女王,尊信女王,sibling
4333,肯尼斯·威尔森,俄亥俄州立大学,workPlace
4334,朱万·霍华德,芝加哥,birthPlace
4335,姜鹏翔,中国,birthPlace
4336,宋若昭,宋若宪,sibling
4337,包绶,包康年,child
4338,常文森,国防科技大学,workPlace
4339,鲁桓公,鲁惠公,parent
4340,登,美丽奈茨,parent
4341,黎桓,黎覔,parent
4342,詹姆斯·斯普迪赫,史丹佛大学,workPlace
4343,朴柱昊,首尔,birthPlace
4344,欧西里斯,阿努比斯,child
4345,华岗,华丹坡,child
4346,吴恩达,斯坦福大学,workPlace
4347,淮阳长公主,江恁,spouse
4348,蒋哲,中国,birthPlace
4349,马库斯·米勒,西德,birthPlace
4350,金正日,洪一天,spouse
4351,上村祐司,群马县,birthPlace
4352,二宫浩,熊本县,birthPlace
4353,尾崎勇史,日本,birthPlace
4354,向栢窓,和得志,sibling
4355,米歇尔·霍华德,马奇空军预备役基地,birthPlace
4356,尹勇一,朝鲜,birthPlace
4357,埃沃·巴内加,阿根廷,birthPlace
4358,苏小卫,霍建起,spouse
4359,潘濂,海南省,birthPlace
4360,阮知方,阮林,child
4361,塞尔日·阿罗什,法国国家科学研究中心,workPlace
4362,栗原勇藏,日本,birthPlace
4363,林哲民,新义州,birthPlace
4364,热罗姆·罗滕,巴黎,birthPlace
4365,朝鲜正祖,懿昭世孙,sibling
4366,蒋济,曹魏,deathPlace
4367,米凯尔·斯文森,瑞典,birthPlace
4368,科洛·图雷,布瓦凯,birthPlace
4369,潘耀焯,英属香港,birthPlace
4370,黑晓虎,中华人民共和国,birthPlace
4371,乔治·阿甘本,罗马,birthPlace
4372,万多亲王,雄风王,child
4373,周滨,周永康,parent
4374,阿尔瓦罗·乌里韦·贝莱斯,麦德林,birthPlace
4375,松平赖丰,松平赖桓,child
4376,奥勒·居纳尔·索尔斯克亚,挪威,birthPlace
4377,上村健一,熊本县,birthPlace
4378,克林·鲍威尔,阿尔玛·鲍威尔,spouse
4379,埃尔温·薛定谔,都柏林高级研究学院,workPlace
4380,法兰高·迪山度,阿根廷,birthPlace
4381,清水金二郎,日本,birthPlace
4382,齐木和人,日本,birthPlace
4383,尚宽室,尚穆王,sibling
4384,宙斯,波塞冬,sibling
4385,士贞子,士穆子,parent
4386,篠岛秀雄,栃木县,birthPlace
4387,马兰闺,马花岳,sibling
4388,包拯,肥东,birthPlace
4389,中岛礼司,日本,birthPlace
4390,李翰博,中国,birthPlace
4391,纯元王后,金左根,sibling
4392,基里亚科斯·帕帕多普洛斯,希腊,birthPlace
4393,约瑟夫·道尔顿·胡克,邱园,workPlace
4394,叔仲皮,子硕,child
4395,曹真,曹彦,child
4396,曾毅,李娜,spouse
4397,钱大康,澳门,birthPlace
4398,孙晓磊,上海,birthPlace
4399,平宗盛,近卫基实,sibling
4400,赵尚志,长春,deathPlace
4401,岛津齐兴,池田齐敏,child
4402,罗杰·伯恩,德国,deathPlace
4403,克劳迪奥·塔法雷尔,巴西,birthPlace
4404,阮知方,同春公主,child
4405,大西贵,爱媛县,birthPlace
4406,白宽洙,北朝鲜,deathPlace
4407,毕尔逊,纽约市,birthPlace
4408,吴庆龙,辽宁省,birthPlace
4409,家长昭博,日本,birthPlace
4410,耶律和古典,萧啜里,spouse
4411,胡海泉,胡世宗,parent
4412,教宗西斯笃二世,希腊,birthPlace
4413,芒松芒赞,共日共赞,parent
4414,石井壮二郎,日本,birthPlace
4415,织田信长,织田市,sibling
4416,赵匡胤,宋宣祖,parent
4417,曹时,曹襄,child
4418,迪天奴,巴西,birthPlace
4419,约翰·卡巴耶,法国,birthPlace
4420,秦杨,何天惠,spouse
4421,华美,灵灵,spouse
4422,香港宽频bbTV,城市电讯,parent
4423,马雷克·海因茨,捷克,birthPlace
4424,阿努比斯,荷鲁斯,sibling
4425,河原塚毅,日本,birthPlace
4426,李海瓒,青阳郡,birthPlace
4427,胡慎之,胡惠云,child
4428,高桥武夫,日本,birthPlace
4429,路易斯·埃尔南德斯,墨西哥,birthPlace
4430,纪尧姆·比代,法国,birthPlace
4431,香淳皇后,祐子内亲王,child
4432,朴男哲,朝鲜,birthPlace
4433,东幸一,日本,birthPlace
4434,司马道子,司马郁,sibling
4435,赵云,赵广,child
4436,格伦·西奥多·西博格,柏克莱加州大学,workPlace
4437,大卫·沙逊,浦那,deathPlace
4438,土居义典,德岛县,birthPlace
4439,朴正熙,陆英修,spouse
4440,马克·维维安·福,法国,deathPlace
4441,曹昂,曹植,sibling
4442,莱娜·瑟德贝里,瑞典,birthPlace
4443,洛伦佐·因西涅,那不勒斯,birthPlace
